author,poem name,age,type,question
EZRA POUND,The Seafarer,Modern,Nature,"Hew my heart round and hunger begot
Mere-weary mood. Lest man know not
That he on dry land loveliest liveth,
List how I, care-wretched, on ice-cold sea,
Weathered the winter, wretched outcast"
EDMUND SPENSER,"from The Faerie Queene: Book I, Canto I",Renaissance,Mythology & Folklore,"Right well Sir knight ye have advised bin,
(Quoth then that aged man;) the way to win
Is wisely to advise: now day is spent;
Therefore with me ye may take up your In
For this same night. The knight was well content:"
EDMUND SPENSER,Prothalamion,Renaissance,Mythology & Folklore,"That fillest England with thy triumph's fame,
Joy have thou of thy noble victory,
And endless happiness of thine own name
That promiseth the same:
That through thy prowess and victorious arms,"
GEORGE CHAPMAN,Bridal Song,Renaissance,Love,"And all thy crowned flames command
    For torches to our nuptial grace.
       Love calls to war:
             Sighs his alarms,
       Lips his swords are,"
EDMUND SPENSER,An Hymn In Honour Of Beauty,Renaissance,Love,"Adore the power of thy great majesty,
Singing this hymn in honour of thy name,
Compil'd by me, which thy poor liegeman am.
In lieu whereof grant, O great sovereign,
That she whose conquering beauty doth captive"
MARJORIE PICKTHALL,Daisy Time,Modern,Nature,"Up the field and down the field
A-dancing with the daisies."
SAMUEL DANIEL,"Delia 2: Go wailing verse, the infants of my love",Renaissance,Love,"Press to her eyes, importune me some good;
Waken her sleeping pity with your crying.
Knock at that hard heart, beg till you have moved her;
And tell thunkind, how dearly I have loved her."
EDMUND SPENSER,Amoretti III: The Sovereign Beauty,Renaissance,Love,"And when my pen would write her titles true,
It ravish'd is with fancy's wonderment:
Yet in my heart I then both speak and write
The wonder that my wit cannot endite."
EZRA POUND,Envoi,Modern,Love,"Life to the moment,
I would bid them live
As roses might, in magic amber laid,
Red overwrought with orange and all made
One substance and one colour"
EDGAR LEE MASTERS,Sarah Brown,Modern,Love,"There is no marriage in heaven,
But there is love."
WILLIAM BUTLER YEATS,The Sad Shepherd,Modern,Nature,"Their sadness through a hollow, pearly heart;
And my own tale again for me shall sing,
And my own whispering words be comforting,
And lo! my ancient burden may depart.
Then he sang softly nigh the pearly rim;"
FORD MADOX FORD,In October 1914 [Antwerp],Modern,Mythology & Folklore,"Over their fields and between their cities 
Down into more southerly regions. 
They could very well have let the legions pass through their woods, 
And have kept their lives and their wives and their children and cattle and goods. 
I don't understand. "
JOHN DONNE,Elegy IX: The Autumnal,Renaissance,Nature,"Whose every tooth to a several place is gone,
         To vex their souls at resurrection:
Name not these living death's-heads unto me,
         For these, not ancient, but antique be.
I hate extremes, yet I had rather stay"
WILLIAM SHAKESPEARE,"Sonnet 146: Poor soul, the centre of my sinful earth,",Renaissance,Nature,"Buy terms divine in selling hours of dross;
Within be fed, without be rich no more.
So shalt thou feed on Death, that feeds on men,
And, Death once dead, there's no more dying then."
EDMUND SPENSER,"from The Faerie Queene: Book I, Canto I",Renaissance,Mythology & Folklore,"Of needments at his backe. Thus as they past,
The day with cloudes was suddeine overcast,
And angry Jove an hideous storme of raine
Did poure into his Lemans lap so fast,
That every wight to shrowd it did constrain,"
GEORGE SANTAYANA,Before a Statue of Achilles,Modern,Mythology & Folklore,"A goddess rose from the green waves, and threw
Her arms about a king, to give thee birth;
A centaur, patron of thy boyish mirth,
Over the meadows in thy footsteps flew.
Now Thessaly forgets thee, and the deep"
EDMUND SPENSER,from The Shepheardes Calender: October,Renaissance,Nature,"Or it mens follies mote be forst to fayne,
And rolle with rest in rymes of rybaudrye:
Or as it sprong, it wither must agayne:
Tom Piper makes us better melodie.
PIERS"
PAUL LAURENCE DUNBAR,The Haunted Oak,Modern,Nature,"And ever the man he rides me hard,
   And never a night stays he;
For I feel his curse as a haunted bough,
   On the trunk of a haunted tree."
LOUIS UNTERMEYER,Feuerzauber,Modern,Nature,"You turned to me,
And all the trembling worldand youwere white.
Aye, you are touched; your singing lips grow dumb;
The fields absorb you, color you entire
And you become"
GEORGE GASCOIGNE,"Fie, Pleasure, Fie!",Renaissance,Nature,"   Lo, pleasure, lo! lo thus I lead a life
That laughs for joy, and trembleth oft for dread;
Thy pangs are such as call for changes knife
To cut the twist, or else to stretch the thread,
Which holds yfeer the bundle of my bliss:"
EDMUND SPENSER,from The Shepheardes Calender: April,Renaissance,Mythology & Folklore,"Soone as my younglings cryen for the dam,
To her will I offer a milkwhite Lamb:
         Shee is my goddesse plaine,
         And I her shepherds swayne,
Albee forswonck and forswatt I am."
EDMUND SPENSER,Epithalamion,Renaissance,Mythology & Folklore,"Upon the lowly ground affixed are.
Ne dare lift up her countenance too bold,
But blush to heare her prayses sung so loud,
So farre from being proud.
Nathlesse doe ye still loud her prayses sing,"
JOHN DONNE,To His Mistress Going to Bed,Renaissance,Love,"To enter in these bonds, is to be free;
Then where my hand is set, my seal shall be.
    Full nakedness! All joys are due to thee,
As souls unbodied, bodies unclothd must be,
To taste whole joys. Gems which you women use"
EDMUND SPENSER,"from The Faerie Queene: Book I, Canto I",Renaissance,Mythology & Folklore,"Yet wisedome warnes, whilest foot is in the gate,
To stay the steppe, ere forced to retrate.
This is the wandring wood, this Errours den,
A monster vile, whom God and man does hate:
Therefore I read beware. Fly fly (quoth then"
LADY MARY WROTH,from Pamphilia to Amphilanthus: 2,Renaissance,Love,"    For men can only by theyr slieghts abuse
The sight with nimble, and delightful skill;
    Butt if hee play, his gaine is our lost will:
    Yett childlike, wee can nott his sports refuse."
LOUIS UNTERMEYER,Magic,Modern,Mythology & Folklore,"We felt the years fly back; the brotherhood
Of forests took usand we saw the satyr!
There in a pool, up to his neck, he stood
And grinned to see us stare, incredulous
Too startled to remember fear or flight."
T. S. ELIOT,The Love Song of J. Alfred Prufrock,Modern,Love,"No! I am not Prince Hamlet, nor was meant to be;
Am an attendant lord, one that will do
To swell a progress, start a scene or two,
Advise the prince; no doubt, an easy tool,
Deferential, glad to be of use,"
JOHN DONNE,The Ecstasy,Renaissance,Love,"When love with one another so
         Interinanimates two souls,
That abler soul, which thence doth flow,
         Defects of loneliness controls.
We then, who are this new soul, know"
MARIANNE MOORE,Black Earth,Modern,Nature,"Can filtercut
Into checkers by rut
         Upon rut of unpreventable experience
         It is a manual for the peanut-tongued and the
Hairy toed.  Black"
WILLIAM SHAKESPEARE,The Phoenix and the Turtle,Renaissance,Love,"'Twixt this Turtle and his queen:
But in them it were a wonder.
So between them love did shine
That the Turtle saw his right
Flaming in the Phoenix' sight:"
CHRISTOPHER MARLOWE,"Elegies, Book One, 5",Renaissance,Love,"Resembling fair Semiramis going to bed
Or Lais of a thousand wooers sped.
I snatched her gown, being thin, the harm was small,
Yet strived she to be covered therewithal.
And striving thus as one that would be cast,"
ELINOR WYLIE,Wild Peaches,Modern,Nature,"Fruits red and purple, sombre-bloomed and black;
Then, down rich fields and frosty river beaches
Well trample bright persimmons, while you kill
Bronze partridge, speckled quail, and canvasback.
                                  4 "
WILLIAM BUTLER YEATS,He wishes his Beloved were Dead,Modern,Love,"O would, beloved, that you lay
Under the dock-leaves in the ground,
While lights were paling one by one."
WILLIAM SHAKESPEARE,"Sonnet 53: What is your substance, whereof are you made",Renaissance,Mythology & Folklore,"The other as your bounty doth appear;
And you in every blessed shape we know.
    In all external grace you have some part,
    But you like none, none you, for constant heart."
GEORGE SANTAYANA,Before a Statue of Achilles,Modern,Mythology & Folklore,"The well-knit sinew, utter a brave heart
Better than many words that part by part
Spell in strange symbols what serene and whole
In nature lives, nor can in marble die.
The perfect body itself the soul."
EDMUND SPENSER,Epithalamion,Renaissance,Mythology & Folklore,"And al that ever in this world is fayre
Doe make and still repayre.
And ye three handmayds of the Cyprian Queene,
The which doe still adorne her beauties pride,
Helpe to addorne my beautifullest bride:"
GEORGE SANTAYANA,To. W. P.,Modern,Nature,"III
Your bark lies anchored in the peaceful bight
Until a kinder wind unfurl her sail;
Your docile spirit, winged by this gale,
Hath at the dawning fled into the light."
QUEEN ELIZABETH I,When I Was Fair and Young,Renaissance,Mythology & Folklore,"I will so pluck your plumes as you shall say no more:
Go, go, go, seek some other where, importune me no more.
As soon as he had said, such change grew in my breast
That neither night nor day I could take any rest.
Wherefore I did repent that I had said before:"
IVOR GURNEY,To His Love,Modern,Mythology & Folklore,"You would not know him now...
   But still he died
Nobly, so cover him over
   With violets of pride
   Purple from Severn side."
EDMUND SPENSER,Prothalamion,Renaissance,Nature,"All lovely daughters of the flood thereby,
With goodly greenish locks, all loose untied,
As each had been a bride;
And each one had a little wicker basket,
Made of fine twigs, entrailed curiously,"
PAUL LAURENCE DUNBAR,Ships that Pass in the Night,Modern,Nature,"O Earth, O Sky, O Ocean, both surpassing,
O heart of mine, O soul that dreads the dark!
Is there no hope for me? Is there no way
That I may sight and check that speeding bark
Which out of sight and sound is passing, passing?"
SIR WALTER RALEGH,A Farewell to False Love,Renaissance,Love,"A school of guile, a net of deep deceit,
A gilded hook that holds a poisoned bait.
A fortress foiled, which reason did defend,
A siren song, a fever of the mind,
A maze wherein affection finds no end,"
EDMUND SPENSER,Prothalamion,Renaissance,Mythology & Folklore,"Along the shore of silver streaming Thames,
Whose rutty bank, the which his river hems,
Was painted all with variable flowers,
And all the meads adorned with dainty gems,
Fit to deck maidens' bowers,"
JOHN SKELTON,The Book of Phillip Sparrow,Renaissance,Mythology & Folklore,"Wanne, and blewe as lead;
The panges of hatefull death
Wellnye had stopped my breath.
Heu, heu, me,
That I am wo for the!"
WALLACE STEVENS,Thirteen Ways of Looking at a Blackbird,Modern,Nature,"The blackbird must be flying.   
XIII
It was evening all afternoon.   
It was snowing   
And it was going to snow.   "
SIR PHILIP SIDNEY,"Astrophil and Stella 1: Loving in truth, and fain in verse my love to show",Renaissance,Love,"And others' feet still seem'd but strangers in my way.
Thus great with child to speak and helpless in my throes,
Biting my truant pen, beating myself for spite,
""Fool,"" said my Muse to me, ""look in thy heart, and write."""
"HENRY VIII, KING OF ENGLAND",Green Groweth the Holly,Renaissance,Love,"When flowers cannot be seen
And greenwood leaves be gone,
Now unto my lady
Promise to her I make,
From all other only"
EDMUND SPENSER,from The Shepheardes Calender: October,Renaissance,Mythology & Folklore,"PIERS
Cuddie, the prayse is better, then the price,
The glory eke much greater then the gayne:
O what an honor is it, to restraine
The lust of lawlesse youth with good advice:"
SIR THOMAS WYATT,Of the Mean and Sure Estate,Renaissance,Nature,"Ye do mis-seek with more travail and care.
Make plain thine heart, that it be not knotted
With hope or dread, and see thy will be bare
From all affects, whom vice hath ever spotted.
Thyself content with that is thee assigned,"
JOHN DONNE,Air and Angels,Renaissance,Nature,"         And therefore what thou wert, and who,
                I bid Love ask, and now
That it assume thy body, I allow,
And fix itself in thy lip, eye, and brow.
Whilst thus to ballast love I thought,"
